CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
01/28/2023,4:45,,,40.56935,-74.11089,"(40.56935, -74.11089)",HYLAN BOULEVARD,,,1,1,0,0,0,0,1,1,Unsafe Speed,,,,,4601136,Sedan,,,,
01/28/2023,4:50,BROOKLYN,11211,40.7138,-73.93319,"(40.7138, -73.93319)",VANDERVORT AVENUE,GRAND STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4601308,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/28/2023,1:50,QUEENS,11385,40.696407,-73.90009,"(40.696407, -73.90009)",,,1091      CYPRESS AVENUE,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,4601638,Sedan,Sedan,,,
01/09/2023,20:00,,,40.843655,-73.93065,"(40.843655, -73.93065)",HARLEM RIVER DRIVE,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4601861,Sedan,,,,
01/28/2023,15:45,STATEN ISLAND,10301,40.637787,-74.07972,"(40.637787, -74.07972)",,,82        VICTORY BOULEVARD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4601593,Sedan,Sedan,,,
01/28/2023,3:35,QUEENS,11103,40.757767,-73.91115,"(40.757767, -73.91115)",,,30-96     48 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4601217,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/28/2023,21:16,,,40.634506,-73.949455,"(40.634506, -73.949455)",FLATBUSH AVENUE,GLENWOOD ROAD,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4601740,,,,,
01/20/2023,8:30,BROOKLYN,11230,40.629986,-73.97157,"(40.629986, -73.97157)",OCEAN PARKWAY,FOSTER AVENUE,,1,0,0,0,0,0,1,0,Unspecified,,,,,4601716,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/28/2023,11:49,,,40.587475,-73.90982,"(40.587475, -73.90982)",BELT PARKWAY,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4601412,Sedan,,,,
01/28/2023,11:19,QUEENS,11372,40.747734,-73.883,"(40.747734, -73.883)",ROOSEVELT AVENUE,83 STREET,,1,0,1,0,0,0,0,0,Unsafe Speed,,,,,4601354,E-Bike,,,,
01/28/2023,18:10,,,40.86558,-73.89888,"(40.86558, -73.89888)",JEROME AVENUE,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,4601675,Taxi,Sedan,,,
01/23/2023,16:33,,,40.626457,-74.15975,"(40.626457, -74.15975)",,,2109      FOREST AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4601696,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/28/2023,7:00,BROOKLYN,11208,40.673946,-73.87297,"(40.673946, -73.87297)",,,965       BELMONT AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4601452,Sedan,Sedan,,,
01/27/2023,14:50,,,,,,VERRAZANO BRIDGE UPPER,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4601876,Sedan,Sedan,,,
01/28/2023,13:40,QUEENS,11429,40.713715,-73.73144,"(40.713715, -73.73144)",222 STREET,101 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4601194,Sedan,Station Wagon/Sport Utility Vehicle,,,
11/22/2022,12:53,MANHATTAN,10016,40.747295,-73.97405,"(40.747295, -73.97405)",EAST 38 STREET,2 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4601831,Taxi,Bike,,,
01/28/2023,15:33,BROOKLYN,11232,40.653854,-74.00817,"(40.653854, -74.00817)",3 AVENUE,39 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,4601167,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/27/2023,20:50,,,40.577744,-73.95607,"(40.577744, -73.95607)",BRIGHTON BEACH AVENUE,,,1,0,0,0,0,0,1,0,Other Vehicular,Driver Inattention/Distraction,Other Vehicular,,,4601750,Sedan,Sedan,Sedan,,
01/24/2023,16:26,BROOKLYN,11206,40.70604,-73.94129,"(40.70604, -73.94129)",HUMBOLDT STREET,BOERUM STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4601613,Station Wagon/Sport Utility Vehicle,,,,
01/26/2023,11:13,QUEENS,11691,,,,Rockaway freeway,Beach 38 street,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4601653,Pick-up Truck,,,,
01/28/2023,17:10,BROOKLYN,11221,40.69816,-73.92528,"(40.69816, -73.92528)",DE KALB AVENUE,CENTRAL AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4601243,Sedan,Sedan,,,
01/28/2023,14:10,STATEN ISLAND,10306,40.580208,-74.09975,"(40.580208, -74.09975)",HYLAN BOULEVARD,ADAMS AVENUE,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Unspecified,Unspecified,,,4601494,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Box Truck,,
01/27/2023,20:14,MANHATTAN,10002,40.72072,-73.99388,"(40.72072, -73.99388)",,,189       BOWERY,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4601634,Dump,Sedan,,,
01/18/2023,19:58,BROOKLYN,11212,40.65822,-73.90588,"(40.65822, -73.90588)",LOTT AVENUE,OSBORN STREET,,1,0,1,0,0,0,0,0,,,,,,4601588,Sedan,,,,
01/28/2023,1:38,,,40.866474,-73.932175,"(40.866474, -73.932175)",HENRY HUDSON PARKWAY,,,0,1,0,1,0,0,0,0,Unspecified,,,,,4601163,Station Wagon/Sport Utility Vehicle,,,,
01/28/2023,12:48,,,40.697193,-73.72752,"(40.697193, -73.72752)",CROSS ISLAND PARKWAY,115 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4601124,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/28/2023,12:05,BROOKLYN,11215,40.66855,-73.990234,"(40.66855, -73.990234)",4 AVENUE,12 STREET,,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4601319,Sedan,E-Bike,,,
01/28/2023,21:38,QUEENS,11375,40.725258,-73.83936,"(40.725258, -73.83936)",113 STREET,JEWEL AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4601800,Station Wagon/Sport Utility Vehicle,,,,
01/28/2023,13:18,QUEENS,11378,40.725918,-73.89535,"(40.725918, -73.89535)",69 STREET,GRAND AVENUE,,1,0,0,0,0,0,1,0,Turning Improperly,Following Too Closely,,,,4601512,Sedan,Bus,,,
01/28/2023,0:28,STATEN ISLAND,10310,40.62928,-74.113365,"(40.62928, -74.113365)",FOREST AVENUE,NORTH BURGHER AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4601260,Sedan,Sedan,,,
01/21/2023,6:59,,,40.63885,-73.964935,"(40.63885, -73.964935)",DORCHESTER ROAD,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4601721,Sedan,,,,
01/22/2023,17:00,,,40.701355,-73.88794,"(40.701355, -73.88794)",MYRTLE AVENUE,66 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4601734,Sedan,,,,
01/26/2023,9:00,BRONX,10475,40.87385,-73.82606,"(40.87385, -73.82606)",,,100       BENCHLEY PLACE,0,0,0,0,0,0,0,0,Unspecified,,,,,4601684,Sedan,,,,
01/20/2023,6:00,,,40.80119,-73.93003,"(40.80119, -73.93003)",FDR DRIVE,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4601769,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/28/2023,14:05,BRONX,10455,40.816284,-73.91848,"(40.816284, -73.91848)",,,383       EAST 149 STREET,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4601338,Sedan,,,,
01/19/2023,17:52,BROOKLYN,11226,40.653263,-73.96382,"(40.653263, -73.96382)",SAINT PAULS PLACE,WOODRUFF AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4601692,Sedan,,,,
01/25/2023,23:09,MANHATTAN,10038,40.71207,-73.996956,"(40.71207, -73.996956)",MADISON STREET,CATHERINE STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,4601795,Sedan,,,,
01/26/2023,18:44,BROOKLYN,11233,40.678276,-73.91076,"(40.678276, -73.91076)",ROCKAWAY AVENUE,FULTON STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,4601601,Station Wagon/Sport Utility Vehicle,,,,
01/05/2023,2:29,,,40.81183,-73.96112,"(40.81183, -73.96112)",BROADWAY,,,1,0,0,0,1,0,0,0,Failure to Keep Right,,,,,4601820,Bike,,,,
01/02/2023,9:00,,,40.583057,-73.973114,"(40.583057, -73.973114)",BELT PARKWAY,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4601868,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/28/2023,23:50,,,,,,212 STREET,TOTTEN ROAD,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,4601181,Sedan,,,,
01/26/2023,5:00,BRONX,10461,40.844017,-73.83614,"(40.844017, -73.83614)",,,2815      WESTCHESTER AVENUE,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4601630,,,,,
12/30/2022,17:10,BRONX,10472,40.834423,-73.879265,"(40.834423, -73.879265)",BRONX RIVER AVENUE,EAST 174 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4601757,Station Wagon/Sport Utility Vehicle,,,,
01/27/2023,13:19,MANHATTAN,10026,40.79996,-73.94698,"(40.79996, -73.94698)",EAST 115 STREET,5 AVENUE,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,4601596,Station Wagon/Sport Utility Vehicle,STAK,,,
01/28/2023,22:00,QUEENS,11355,40.745167,-73.82139,"(40.745167, -73.82139)",BOOTH MEMORIAL AVENUE,146 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4601174,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/28/2023,18:00,,,40.747242,-73.88766,"(40.747242, -73.88766)",78 STREET,ROOSEVELT AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4601234,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/25/2023,13:16,QUEENS,11432,40.70675,-73.80224,"(40.70675, -73.80224)",88 AVENUE,PARSONS BOULEVARD,,1,0,1,0,0,0,0,0,Unspecified,,,,,4601658,Pick-up Truck,,,,
01/28/2023,19:49,BROOKLYN,11212,40.657482,-73.92141,"(40.657482, -73.92141)",EAST 93 STREET,LENOX ROAD,,1,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4601649,Station Wagon/Sport Utility Vehicle,E-Scooter,,,
01/28/2023,3:30,BROOKLYN,11232,40.66168,-74.00003,"(40.66168, -74.00003)",25 STREET,3 AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4601157,Sedan,Sedan,,,
01/27/2023,18:00,MANHATTAN,10037,40.809246,-73.93598,"(40.809246, -73.93598)",,,1951      PARK AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4601770,Station Wagon/Sport Utility Vehicle,,,,
01/11/2023,16:00,BRONX,10466,40.896877,-73.84615,"(40.896877, -73.84615)",,,4297      EDSON AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,4601835,,,,,
01/28/2023,23:30,,,40.85517,-73.89711,"(40.85517, -73.89711)",EAST 182 STREET,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,Unspecified,Unspecified,4601687,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle
01/24/2023,12:08,,,40.753635,-73.91893,"(40.753635, -73.91893)",NORTHERN BOULEVARD,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4601892,Sedan,Sedan,,,
01/28/2023,2:15,,,40.651974,-73.86542,"(40.651974, -73.86542)",BELT PARKWAY,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4601460,Sedan,Sedan,,,
01/19/2023,17:51,BROOKLYN,11218,40.633385,-73.97552,"(40.633385, -73.97552)",AVENUE F,EAST 3 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4601726,,,,,
01/13/2023,18:30,BROOKLYN,11210,40.635815,-73.95343,"(40.635815, -73.95343)",BEDFORD AVENUE,FARRAGUT ROAD,,0,0,0,0,0,0,0,0,Unspecified,,,,,4601729,Sedan,,,,
01/28/2023,3:07,,,40.68949,-73.92207,"(40.68949, -73.92207)",GATES AVENUE,,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,4601120,Taxi,,,,
01/27/2023,11:30,,,40.68056,-73.93458,"(40.68056, -73.93458)",LEWIS AVENUE,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4601808,Sedan,,,,
01/28/2023,12:48,BROOKLYN,11236,40.646244,-73.904564,"(40.646244, -73.904564)",,,9616      FARRAGUT ROAD,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,View Obstructed/Limited,,,,4601538,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/27/2023,0:31,BROOKLYN,11212,40.662457,-73.92012,"(40.662457, -73.92012)",EAST 98 STREET,DUMONT AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4601585,Tractor Truck Diesel,Sedan,,,
01/25/2023,7:35,,,40.801125,-73.92988,"(40.801125, -73.92988)",FDR DRIVE,,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,Unspecified,,4601765,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,4 dr sedan,
01/28/2023,0:57,,,40.833813,-73.86275,"(40.833813, -73.86275)",CROSS BRONX EXPY,,,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,4601331,Station Wagon/Sport Utility Vehicle,,,,
01/22/2023,4:09,MANHATTAN,10032,40.839176,-73.94114,"(40.839176, -73.94114)",WEST 165 STREET,BROADWAY,,4,0,0,0,0,0,4,0,Unspecified,Unspecified,,,,4601666,Taxi,Sedan,,,
01/28/2023,13:20,,,40.696213,-73.97528,"(40.696213, -73.97528)",BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4601389,Station Wagon/Sport Utility Vehicle,Van,,,
12/13/2022,18:23,BROOKLYN,11236,40.650078,-73.89471,"(40.650078, -73.89471)",,,10602     GLENWOOD ROAD,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4601784,Station Wagon/Sport Utility Vehicle,,,,
01/28/2023,20:28,MANHATTAN,10037,40.81719,-73.93446,"(40.81719, -73.93446)",WEST 142 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4601565,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
01/28/2023,5:44,QUEENS,11373,40.736076,-73.87663,"(40.736076, -73.87663)",,,86-35     QUEENS BOULEVARD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4601230,Station Wagon/Sport Utility Vehicle,Sedan,,,
01/28/2023,5:05,,,40.71795,-73.94769,"(40.71795, -73.94769)",BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4601149,Sedan,,,,
01/27/2023,20:18,,,40.787506,-73.9383,"(40.787506, -73.9383)",FDR DRIVE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4601624,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/24/2023,19:47,,,40.65671,-73.95648,"(40.65671, -73.95648)",BEDFORD AVENUE,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4601672,Sedan,Bike,,,
01/28/2023,0:00,MANHATTAN,10003,40.730946,-73.993256,"(40.730946, -73.993256)",EAST 8 STREET,MERCER STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4601299,Sedan,,,,
01/28/2023,23:06,,,40.674934,-73.80186,"(40.674934, -73.80186)",VAN WYCK EXPWY,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,,,4601274,Station Wagon/Sport Utility Vehicle,Bus,Station Wagon/Sport Utility Vehicle,,
01/08/2023,19:55,BRONX,10460,40.845985,-73.884476,"(40.845985, -73.884476)",SOUTHERN BOULEVARD,EAST 180 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4601642,Gas Moped,,,,
01/26/2023,6:55,MANHATTAN,10035,40.807713,-73.94132,"(40.807713, -73.94132)",EAST 127 STREET,5 AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4601776,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/28/2023,9:30,QUEENS,11377,40.74668,-73.90072,"(40.74668, -73.90072)",63 STREET,39 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4601369,Station Wagon/Sport Utility Vehicle,,,,
01/28/2023,6:40,QUEENS,11363,,,,,,3814      LITTLE NECK PARKWAY,1,0,0,0,0,0,1,0,Unspecified,,,,,4601479,Station Wagon/Sport Utility Vehicle,,,,
01/28/2023,8:52,QUEENS,11379,40.725006,-73.8792,"(40.725006, -73.8792)",80 STREET,ELIOT AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4601744,Station Wagon/Sport Utility Vehicle,,,,
01/25/2023,13:36,BROOKLYN,11226,40.64872,-73.96491,"(40.64872, -73.96491)",EAST 16 STREET,CHURCH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4601711,Tractor Truck Gasoline,Station Wagon/Sport Utility Vehicle,,,
09/23/2022,16:17,,,40.556583,-74.176254,"(40.556583, -74.176254)",ANNADALE ROAD,DRUMGOOLE ROAD WEST,,0,0,0,0,0,0,0,0,Unspecified,,,,,4601880,Sedan,,,,
01/28/2023,23:48,,,40.667076,-73.99508,"(40.667076, -73.99508)",3 AVENUE,HAMILTON AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4601520,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/28/2023,21:52,,,,,,EAST 133 STREET,CYPRESS AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,4601339,Station Wagon/Sport Utility Vehicle,,,,
01/28/2023,18:00,QUEENS,11367,40.728657,-73.82948,"(40.728657, -73.82948)",,,69-07     136 STREET,1,0,0,0,0,0,1,0,Unspecified,,,,,4601845,Sedan,,,,
01/19/2023,17:35,BROOKLYN,11230,40.631725,-73.97192,"(40.631725, -73.97192)",,,690       OCEAN PARKWAY,0,0,0,0,0,0,0,0,Unspecified,,,,,4601693,Sedan,,,,
01/20/2023,17:00,BROOKLYN,11226,40.648556,-73.957565,"(40.648556, -73.957565)",,,20        SNYDER AVENUE,2,0,0,0,0,0,2,0,Alcohol Involvement,,,,,4601705,Sedan,,,,
01/23/2023,16:00,BROOKLYN,11226,40.644657,-73.95664,"(40.644657, -73.95664)",BEVERLEY ROAD,EAST 22 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4601718,Sedan,Station Wagon/Sport Utility Vehicle,,,
01/28/2023,12:25,BROOKLYN,11221,40.69291,-73.93704,"(40.69291, -73.93704)",,,128       LEWIS AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4601424,Station Wagon/Sport Utility Vehicle,Ambulance,,,
01/24/2023,6:50,,,,,,GRAND STREET,METROPOLITAN AVENUE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,4601993,Log,Station Wagon/Sport Utility Vehicle,,,
11/20/2022,18:05,,,,,,SEDGWICK AVENUE,FORT INDEPENDENCE STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4584187,Sedan,Bike,,,
02/21/2023,13:00,QUEENS,11365,40.73803,-73.7884,"(40.73803, -73.7884)",,,64-26     185 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4607458,Station Wagon/Sport Utility Vehicle,,,,
02/19/2023,15:45,BROOKLYN,11211,40.71104,-73.9628,"(40.71104, -73.9628)",,,141       SOUTH 5 STREET,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4607788,Taxi,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
02/21/2023,14:45,BROOKLYN,11206,40.69529,-73.94339,"(40.69529, -73.94339)",THROOP AVENUE,VERNON AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Oversized Vehicle,,,,4607599,Ambulance,Sedan,,,
02/21/2023,6:10,QUEENS,11420,40.67735,-73.80443,"(40.67735, -73.80443)",,,135-13    FOCH BOULEVARD,1,0,0,0,0,0,1,0,Pavement Slippery,Driver Inattention/Distraction,,,,4607210,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
02/21/2023,11:20,BRONX,10472,40.832924,-73.86951,"(40.832924, -73.86951)",,,1302      ROSEDALE AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4607536,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
01/22/2023,16:53,,,40.827595,-73.85004,"(40.827595, -73.85004)",BRUCKNER BOULEVARD,CASTLE HILL AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4607872,Station Wagon/Sport Utility Vehicle,,,,
02/21/2023,19:11,,,,,,NASSAU EXPRESSWAY,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4607704,Sedan,Sedan,,,
02/20/2023,9:58,QUEENS,11373,40.734768,-73.87459,"(40.734768, -73.87459)",56 AVENUE,QUEENS BOULEVARD,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,4607968,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
02/21/2023,9:00,QUEENS,11367,40.71991,-73.809044,"(40.71991, -73.809044)",PARSONS BOULEVARD,UNION TURNPIKE,,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4607256,Station Wagon/Sport Utility Vehicle,E-Scooter,,,
02/21/2023,19:00,BROOKLYN,11217,40.686115,-73.97398,"(40.686115, -73.97398)",,,698       FULTON STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4607747,Sedan,Station Wagon/Sport Utility Vehicle,,,
02/15/2023,20:17,MANHATTAN,10027,40.80497,-73.94871,"(40.80497, -73.94871)",,,121       WEST 120 STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4607936,ambulance,Station Wagon/Sport Utility Vehicle,,,
02/21/2023,4:32,,,40.840286,-73.92147,"(40.840286, -73.92147)",WEST 170 STREET,GRANT HIGHWAY,,1,0,1,0,0,0,0,0,Unspecified,,,,,4607269,Station Wagon/Sport Utility Vehicle,,,,
02/21/2023,10:25,,,40.593163,-73.9086,"(40.593163, -73.9086)",BELT PARKWAY,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4607437,Sedan,,,,
02/08/2023,10:11,,,40.734314,-73.93803,"(40.734314, -73.93803)",GREENPOINT AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4607798,Box Truck,Station Wagon/Sport Utility Vehicle,,,
02/19/2023,17:30,QUEENS,11368,40.752453,-73.85911,"(40.752453, -73.85911)",,,108-38    38 AVENUE,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4607832,Station Wagon/Sport Utility Vehicle,,,,
02/21/2023,19:57,BRONX,10473,40.813297,-73.85822,"(40.813297, -73.85822)",UNDERHILL AVENUE,PATTERSON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4607877,Sedan,Sedan,,,
02/15/2023,8:00,BROOKLYN,11233,40.67088,-73.91659,"(40.67088, -73.91659)",,,1547      EASTERN PARKWAY,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4607893,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
02/21/2023,9:55,BROOKLYN,11211,40.70935,-73.962425,"(40.70935, -73.962425)",DRIGGS AVENUE,SOUTH 8 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4607409,Sedan,Sedan,,,
12/07/2022,20:40,,,,,,SOUTH CONDUIT AVENUE,LINDEN BOULEVARD,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,4588975,Sedan,,,,
01/03/2023,11:11,,,40.70334,-73.76666,"(40.70334, -73.76666)",109 ROAD,,,3,0,0,0,0,0,3,0,Unspecified,,,,,4595282,Sedan,,,,
12/29/2022,12:21,BRONX,10463,40.885582,-73.90963,"(40.885582, -73.90963)",,,552       WEST 235 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4602131,Station Wagon/Sport Utility Vehicle,Box Truck,,,
01/10/2023,14:30,,,40.767612,-73.950005,"(40.767612, -73.950005)",FDR DRIVE,,,3,0,0,0,0,0,3,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,,4597365,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Taxi,Sedan,
01/29/2023,0:06,MANHATTAN,10022,40.758633,-73.96579,"(40.758633, -73.96579)",2 AVENUE,EAST 56 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4601552,Pick-up Truck,Bike,,,
01/29/2023,11:20,QUEENS,11373,40.735325,-73.865166,"(40.735325, -73.865166)",JUNCTION BOULEVARD,59 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,4601909,Station Wagon/Sport Utility Vehicle,Sedan,,,
01/29/2023,3:30,,,40.861862,-73.91275,"(40.861862, -73.91275)",MAJOR DEEGAN EXPRESSWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4601678,Sedan,Sedan,,,
